 0.0000000E+00 -0.1029082E+02 -0.1028870E+02 -0.1028658E+02 -0.1028446E+02 -0.1028234E+02 -0.1028022E+02 -0.1027810E+02 -0.1027598E+02 -0.1027385E+02 -0.1027173E+02 -0.1026961E+02 -0.1026749E+02 -0.1026537E+02 -0.1026325E+02 -0.1026113E+02 -0.1025901E+02 -0.1025689E+02 -0.1025476E+02 -0.1025264E+02 -0.1025052E+02 -0.1024840E+02 -0.1024628E+02 -0.1024416E+02 -0.1024204E+02 -0.1023992E+02 -0.1023780E+02 -0.1023567E+02 -0.1023355E+02 -0.1023143E+02 -0.1022931E+02 -0.1022719E+02 -0.1022507E+02 -0.1022295E+02 -0.1022083E+02 -0.1021871E+02 -0.1021658E+02 -0.1021446E+02 -0.1021234E+02 -0.1021022E+02 -0.1020810E+02 -0.1020598E+02 -0.1020386E+02 -0.1020174E+02 -0.1019962E+02 -0.1019749E+02 -0.1019537E+02 -0.1019325E+02 -0.1019113E+02 -0.1018901E+02 -0.1018689E+02 -0.1018477E+02 -0.1018265E+02 -0.1018053E+02 -0.1017840E+02 -0.1017628E+02 -0.1017416E+02 -0.1017204E+02 -0.1016992E+02 -0.1016780E+02 -0.1016568E+02 -0.1016356E+02 -0.1016144E+02 -0.1015931E+02 -0.1015719E+02 -0.1015507E+02 -0.1015295E+02 -0.1015083E+02 -0.1014871E+02 -0.1014659E+02 -0.1014447E+02 -0.1014234E+02 -0.1014022E+02 -0.1013810E+02 -0.1013598E+02 -0.1013386E+02 -0.1013174E+02 -0.1012962E+02 -0.1012750E+02 -0.1012538E+02 -0.1012325E+02 -0.1012113E+02 -0.1011901E+02 -0.1011689E+02 -0.1011477E+02 -0.1011265E+02 -0.1011053E+02 -0.1010841E+02 -0.1010629E+02 -0.1010416E+02 -0.1010204E+02 -0.1009992E+02 -0.1009780E+02 -0.1009568E+02 -0.1009356E+02 -0.1009144E+02 -0.1008932E+02 -0.1008720E+02 -0.1008507E+02 -0.1008295E+02 -0.1008083E+02 -0.1007871E+02 -0.1007659E+02 -0.1007447E+02 -0.1007235E+02 -0.1007023E+02 -0.1006811E+02 -0.1006598E+02 -0.1006386E+02 -0.1006174E+02 -0.1005962E+02 -0.1005750E+02 -0.1005538E+02 -0.1005326E+02 -0.1005114E+02 -0.1004902E+02 -0.1004689E+02 -0.1004477E+02 -0.1004265E+02 -0.1004053E+02 -0.1003841E+02 -0.1003629E+02 -0.1003417E+02 -0.1003205E+02 -0.1002992E+02 -0.1002780E+02 -0.1002568E+02 -0.1002356E+02 -0.1002144E+02 -0.1001932E+02 -0.1001720E+02 -0.1001508E+02 -0.1001296E+02 -0.1001083E+02 -0.1000871E+02 -0.1000659E+02 -0.1000447E+02 -0.1000235E+02 -0.1000023E+02 -0.9998108E+01 -0.9995987E+01 -0.9993866E+01 -0.9991745E+01 -0.9989624E+01 -0.9987502E+01 -0.9985381E+01 -0.9983260E+01 -0.9981139E+01 -0.9979018E+01 -0.9976897E+01 -0.9974776E+01 -0.9972654E+01 -0.9970533E+01 -0.9968412E+01 -0.9966291E+01 -0.9964170E+01 -0.9962049E+01 -0.9959928E+01 -0.9957807E+01 -0.9955685E+01 -0.9953564E+01 -0.9951443E+01 -0.9949322E+01 -0.9947201E+01 -0.9945080E+01 -0.9942959E+01 -0.9940838E+01 -0.9938716E+01 -0.9936595E+01 -0.9934474E+01 -0.9932353E+01 -0.9930232E+01 -0.9928111E+01 -0.9925990E+01 -0.9923869E+01 -0.9921747E+01 -0.9919626E+01 -0.9917505E+01 -0.9915384E+01 -0.9913263E+01 -0.9911142E+01 -0.9909021E+01 -0.9906899E+01 -0.9904778E+01 -0.9902657E+01 -0.9900536E+01 -0.9898415E+01 -0.9896294E+01 -0.9894173E+01 -0.9892052E+01 -0.9889930E+01 -0.9887809E+01 -0.9885688E+01 -0.9883567E+01 -0.9881446E+01 -0.9879325E+01 -0.9877204E+01 -0.9875083E+01 -0.9872961E+01 -0.9870840E+01 -0.9868719E+01 -0.9866598E+01 -0.9864477E+01 -0.9862356E+01 -0.9860235E+01 -0.9858113E+01 -0.9855992E+01 -0.9853871E+01 -0.9851750E+01 -0.9849629E+01 -0.9847508E+01 -0.9845387E+01 -0.9843266E+01 -0.9841144E+01 -0.9839023E+01 -0.9836902E+01 -0.9834781E+01 -0.9832660E+01 -0.9830539E+01 -0.9828418E+01 -0.9826297E+01 -0.9824175E+01 -0.9822054E+01 -0.9819933E+01 -0.9817812E+01 -0.9815691E+01 -0.9813570E+01 -0.9811449E+01 -0.9809328E+01 -0.9807206E+01 -0.9805085E+01 -0.9802964E+01 -0.9800843E+01 -0.9798722E+01 -0.9796601E+01 -0.9794480E+01 -0.9792358E+01 -0.9790237E+01 -0.9788116E+01 -0.9785995E+01 -0.9783874E+01 -0.9781753E+01 -0.9779632E+01 -0.9777511E+01 -0.9775389E+01 -0.9773268E+01 -0.9771147E+01 -0.9769026E+01 -0.9766905E+01 -0.9764784E+01 -0.9762663E+01 -0.9760542E+01 -0.9758420E+01 -0.9756299E+01 -0.9754178E+01 -0.9752057E+01 -0.9749936E+01 -0.9747815E+01
*****     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     5     0     0     1     1     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
*****     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     4     2     1     0     0     2     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
*****     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     2     0     1     1     4     0     0     2     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
*****     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1     0     0     2     0     1     1     0     0     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
*****     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     3     1     5     0     0     0     4     1     0     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
*****     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1     0     0     0     0     2     0     0     0     0     0     3     0     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
*****     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1     0     0     2     4     0     2     0     3     0     1     1     0     2     0     0     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
*****     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1     0     0     4     2     2     1     3     0     0     1     2     1     1     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1     0     0     1     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
*****     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     2     5     0     1     2     3     4     0     2     4     1     2     1     0     0     1     0     0     0     0     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     2     1     1     0     0     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
*****     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1     0     0     1     0     0     0     1     0     0     1     1     2     1     2     1     2     1     0     0     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1     3     1     1     0     1     1     1     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
*****     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     2     0     1     0     1     0     0     2     0     1     0     0     1     0     2     2     1     3     2     0     5     1     1     1     4     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1     0     2     0     2     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
*****     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1     0     2     2     0     0     0     2     1     0     1     3     2     0     2     0     0     1     2     0     2     0     0     1     0     1     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1     1     3     0     1     1     2     1     0     2     2     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
*****     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1     1     0     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1     1     0     0     1     0     1     3     1     1     1     0     2     0     1     0     0     2     3     1     3     0     1     1     2     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     5     0     0     4     0     4     0     0     3     1     3     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
